#
!	FE	FI
!!!	FE
!?	FE
jeanette	NP00N@0S
jeanne	NP00N@0S
jeans	NCUPN@IS
jeansen	NCUPN@DS
jeansjacka	NCUSN@IS
jeanskjol	NCUSN@IS
jeansreklam	NCUSN@IS
jeansshorts	NCUPN@IS
jeanstyg	NCNSN@IS
jebril	NP00N@0S
jedan	XF
jedli&ccaron;ka	NP00N@0S
jedli&ccaron;kas	NP00G@0S
jeepen	NCUSN@DS
jeepvägen	NCUSN@DS
jeff	NP00N@0S
jeffrey	NP00N@0S
jeg	XF
jegor	NP00N@0S
jehovas	NP00G@0S
jelling	NP00N@0S
jeltsin	NP00N@0S
jeltsins	NP00G@0S
jenka	NCUSN@IS
jenkadansande	AP000N0S
jenkan	NCUSN@DS
jennifer	NP00N@0S
jenny	NP00N@0S
jens	NP00N@0S
jensen	NP00N@0S
jeremia	NP00N@0S
jeremy	NP00N@0S
jernbanebladet	NP00N@0S
jerne	NP00N@0S
jerneman	NP00N@0S
jernes	NP00G@0S
jernkamb	NCUSN@IS
jerome	NP00N@0S
jerozolimskie	NP00N@0S
jerry	NP00N@0S
jersey	NP00N@0S
jerum	XF
jerusalem	NP00N@0S
jerusalems	NP00G@0S
jerusalemsförsamlingen	NCUSN@DS
jerónimo	NP00N@0S
jes	NC000@0A
jesaja	NP00N@0S
jesajastexter	NCUPN@IS
jesper	NP00N@0S
jesse	NP00N@0S
jessu	NP00N@0S
jesu	NP00G@0S
jesuiterna	NCUPN@DS
jesuiternas	NCUPG@DS
jesuitiskt	RGPS
jesus	NP00G@0S	NP00N@0S
jesusbild	NCUSN@IS
jesusbilden	NCUSN@DS
jesusförkunnelse	NCUSN@IS
jesusgestalt	NCUSN@IS
jesusgestalten	NCUSN@DS
jesusgestalter	NCUPN@IS
jesusord	NCNPN@IS
jesustavlan	NCUSN@DS
jetcool	NP00N@0S
jetmotorer	NCUPN@IS
jets	NP00N@0S
jetsettare	NCUPN@IS
jette	NP00N@0S
jetwars	NP00N@0S
jevnbrede	XF
jezt	XF
jfr	V@000A
jiddish	NCUSN@IS
jill	NP00N@0S
jim	NP00N@0S
jimmy	NP00N@0S
jinotega	NP00N@0S
jippo-tävling	NCUSN@IS
jiri	NP00N@0S
jissah	NP00N@0S
jk	NP00N@0S
jo	I	XF
jo-anmälan	NCUSN@IS
jo-beslut	NCNPN@IS
jo-ärenden	NCNPN@IS
joakim	NP00N@0S
joan	NP00N@0S
joaquin	NP00N@0S
job	NP00N@0S
jobb	NCNPN@IS	NCNSN@IS
jobba	V@M0AS	V@N0AS
jobbade	V@IIAS
jobbar	V@IPAS
jobbare	NCUPN@IS
jobbaren	NCUSN@DS
jobbarfik	NCNSN@IS
jobbat	V@IUAS
jobben	NCNPN@DS
jobbet	NCNSN@DS
jobbig	AQPUSNIS
jobbiga	AQP0PN0S
jobbigare	AQC00N0S
jobbigt	AQPNSNIS	RGPS
jobs	NP00G@0S	NP00N@0S
jobs-familjen	NCUSN@DS
jobs-hindle	NP00N@0S
jobs-keramiken	NCUSN@DS
jobs-klanen	NCUSN@DS
jobsarna	NCUPN@DS
jobstygerna	NCNPN@DS
jocelyn	NP00N@0S
jocke	NP00N@0S
jockes	NP00G@0S
jockey	NP00N@0S
jodtal	NCNSN@IS
jodå	I
joe	NP00N@0S
joel	NP00N@0S
joels	NP00G@0S
joesjö	NP00N@0S
jogga	V@N0AS
joggade	V@IIAS
joggande	AP000N0S
joggar	V@IPAS
joggingrunda	AQP0SNDS
joggingturer	NCUPN@IS
joggning	NCUSN@IS
joggningen	NCUSN@DS
joh	NP00N@0S
johan	NP00N@0S
johann	NP00N@0S
johanne	NP00N@0S
johannes	NP00G@0S	NP00N@0S
johannesburg	NP00N@0S
johannesburgs	NP00G@0S
johannesen	NP00N@0S
johannesevangeliet	NCNSN@DS
johannesevangeliets	NCNSG@DS
johanneshov	NP00N@0S
johanneshovs	NP00G@0S
johannesson	NP00N@0S
johannisbergs	NP00G@0S
johans	NP00G@0S
johanson	NP00N@0S
johansson	NP00N@0S
johansson-knif	NP00N@0S
johanssons	NP00G@0S
john	NP00N@0S
john-åke	NP00N@0S
johnny	NP00N@0S
johnson	NP00N@0S
johnsons	NP00G@0S
johnsson	NP00N@0S
join	XF
joint	NCUSN@IS	XF
jojkade	V@IIAS
jojo	NCUSN@IS
jojoba-	NC000@0C
jokern	NCUSN@DS
jokes	XF
jokkmokk	NP00N@0S
jokkmokks	NP00G@0S
jokrar	NCUPN@IS
jolanta	NP00N@0S
jolantas	NP00G@0S
joll	NP00N@0S
joller	NCNSN@IS
jollrade	V@IIAS
jollrande	AP000N0S
jollrar	V@IPAS
jolmiga	AQP0SNDS
joly	NP00N@0S
jomen	I
jompa	NP00N@0S
jomsvikingar	NCUPN@IS
jon	NP00N@0S
jona	NP00N@0S
jonas	NP00N@0S
jonasson	NP00N@0S
jonassons	NP00G@0S
jonathan	NP00N@0S
joner	NCUPN@IS
jones-	NP000@0C
jonetta	NP00N@0S
jonettas	NP00G@0S
jonglerar	V@IPAS
jonglören	NCUSN@DS
jongmans	NP00N@0S
joniern	NCUSN@DS
joniserande	AP000N0S
joniska	AQP0PN0S
jonny	NP00N@0S
jons	NP00G@0S
jonson	NP00N@0S
jonsons	NP00G@0S
jonsson	NP00N@0S
jonsäter	NP00N@0S
jonung	NP00N@0S
joo	I
joost	NP00N@0S
jord	NCUSN@IS
jord-	NCU00@0C
jordabalken	NCUSN@DS
jordagods	NCNPN@IS
jordal	NP00N@0S
jordan	NP00N@0S
jordanes	NP00G@0S	NP00N@0S
jordanien	NP00N@0S
jordanska	AQP0SNDS
jordanstranden	NCUSN@DS
jordapanaget	NCNSN@DS
jordar	NCUPN@IS
jordarna	NCUPN@DS
jordart	NCUSN@IS
jordartens	NCUSG@DS
jordarterna	NCUPN@DS
jordatmosfären	NCUSN@DS
jordaxelns	NCUSG@DS
jordbegravning	NCUSN@IS
jordbro	NP00N@0S
jordbruk	NCNPN@IS	NCNSN@IS
jordbrukande	AP000N0S
jordbrukare	NCUPN@IS
jordbrukaren	NCUSN@DS
jordbrukarfamilj	NCUSN@IS
jordbrukarhushåll	NCNPN@IS
jordbrukarna	NCUPN@DS
jordbrukarnas	NCUPG@DS
jordbruken	NCNPN@DS
jordbruket	NCNSN@DS
jordbrukets	NCNSG@DS
jordbruks-	NCN00@0C
jordbruksbefolkningen	NCUSN@DS
jordbruksbistånd	NCNSN@IS
jordbruksbiståndet	NCNSN@DS
jordbruksby	NCUSN@IS
jordbruksbygd	NCUSN@IS
jordbruksdepartement	NCNSN@IS
jordbruksdepartementet	NCNSN@DS
jordbruksforskning	NCUSN@IS
jordbruksföretag	NCNPN@IS
jordbruksgruppen	NCUSN@DS
jordbruksgröda	NCUSN@IS
jordbruksgrödor	NCUPN@IS
jordbruksgårdar	NCUPN@IS
jordbruksintressena	NCNPN@DS
jordbrukskonsulenter	NCUPN@IS
jordbrukskultur	NCUSN@IS
jordbruksland	NCNSN@IS
jordbrukslandskapet	NCNSN@DS
jordbruksmark	NCUSN@IS
jordbruksmarken	NCUSN@DS
jordbruksmetoder	NCUPN@IS
jordbruksmiljö	NCUSN@IS
jordbruksmiljöer	NCUPN@IS
jordbruksminister	NCUSN@IS
jordbruksministeriet	NCNSN@DS
jordbruksministern	NCUSN@DS
jordbruksnämnd	NCUSN@IS
jordbruksnämnden	NCUSN@DS
jordbruksnämndens	NCUSG@DS
jordbruksnäring	NCUSN@IS
jordbruksområdet	NCNSN@DS
jordbruksorgan	NCNPN@IS
jordbrukspolitik	NCUSN@IS
jordbrukspolitiken	NCUSN@DS
jordbrukspolitiker	NCUSN@IS
jordbrukspolitiska	AQP0PN0S	AQP0SNDS
jordbruksprodukter	NCUPN@IS
jordbruksprogram	NCNSN@IS
jordbruksregleringen	NCUSN@DS
jordbrukssektorn	NCUSN@DS
jordbruksstödet	NCNSN@DS
jordbrukstradition	NCUSN@IS
jordbruksutskottet	NCNSN@DS
jordbruksutskottets	NCNSG@DS
jordbruksutvecklingen	NCUSN@DS
jordbruksvaror	NCUPN@IS
jordbunden	AF0USNIS
jordbundna	AF00PN0S	AF00SNDS
jordbävningar	NCUPN@IS
jordbävningshotade	AF00PN0S
jorddrottarna	NCUPN@DS
jordebok	NCUSN@IS
jordeliv	NCNSN@IS
jordelivs	NCNSG@IS
jorden	NCUSN@DS
jordens	NCUSG@DS
jorderosion	NCUSN@IS
jordfasta	AQP0PN0S
jordfond	NCUSN@IS
jordförstöring	NCUSN@IS
jordförvärvslag	NCUSN@IS
jordgolv	NCNSN@IS
jordgubbar	NCUPN@IS
jordiga	AQP0PN0S
jordisk	AQPUSNIS
jordiska	AQP0PN0S	AQP0SNDS
jordiske	AQPMSNDS
jordklot	NCNSN@IS
jordklotet	NCNSN@DS
jordklotets	NCNSG@DS
jordlotterna	NCUPN@DS
jordlösa	AQP0PN0S
jordmagnetfältet	NCNSN@DS
jordmätning	NCUSN@IS
jordmån	NCUSN@IS
jordmånen	NCUSN@DS
jordnötsolja	NCUSN@IS
jordnötter	NCUPN@IS
jordplätt	NCUSN@IS
jordpolitiska	AQP0SNDS
jordreformer	NCUPN@IS
jordresurssatelliterna	NCUPN@DS
jordröda	AQP0PN0S
jordtemperaturen	NCUSN@DS
jordugnar	NCUPN@IS
jordväggen	NCUSN@DS
jordytan	NCUSN@DS
jorgo	NP00N@0S
jorå	I
jos	NP00N@0S
jose	NP00N@0S
josef	NP00N@0S
josefine	NP00N@0S
josefsson	NP00N@0S
josefus	NP00G@0S
joseph	NP00N@0S
josephine	NP00N@0S
josephson	NP00N@0S
josé	NP00N@0S
jotack	I
jou	NP00N@0S
jour	NCUSN@IS
jour-	NCU00@0C
jourfall	NCNSN@IS
journal	NCUSN@IS
journalanteckningar	NCUPN@IS
journalen	NCUSN@DS
journaler	NCUPN@IS
journalerna	NCUPN@DS
journalfilmer	NCUPN@IS
journalhandlingar	NCUPN@IS
journalhandlingarna	NCUPN@DS
journalist	NCUSN@IS
journalist-	NCU00@0C
journalisten	NCUSN@DS
journalister	NCUPN@IS
journalisterna	NCUPN@DS
journalisternas	NCUPG@DS
journalistförbundet	NCNSN@DS
journalisthorden	NCUSN@DS
journalisthögskolan	NCUSN@DS	NP00N@0S
journalisthögskolans	NCUSG@DS
journalistik	NCUSN@IS
journalistiken	NCUSN@DS
journalistisk	AQPUSNIS
journalistiska	AQP0PN0S	AQP0SNDS
journalistiskt	AQPNSNIS
journalistkretsar	NCUPN@IS
journalistspringet	NCNSN@DS
journaluppgifter	NCUPN@IS
jovet	NP00N@0S
jovialiskt	RGPS
jovisst	I
joy	NP00N@0S
joyce	NP00N@0S
jr	NC000@0A
ju	CCS	RG0S
ju&zcaron;	XF
juan	NP00N@0S
juana	NP00N@0S
juana-utgåva	NCUSN@IS
juanas	NP00G@0S
jubel	NCNSN@IS
jubelarrangemang	NCNPN@IS
jubelfesternas	NCUPG@DS
jubileet	NCNSN@DS
jubilerande	AP000N0S
jubileum	NCNSN@IS
jubileumsdagen	NCUSN@DS
jubileumsfirande	NCNSN@IS
jubileumsmånaderna	NCUPN@DS
jubileumsnummer	NCNSN@IS
jubileumsår	NCNSN@IS
jublade	V@IIAS
jublande	AP000N0S
jublar	V@IPAS
jublet	NCNSN@DS
juccasjerfwi	NP00N@0S
juckasjerfwi	NP00N@0S
juda	NP00G@0S
judar	NCUPN@IS
judarna	NCUPN@DS
judarnas	NCUPG@DS
jude	NCUSN@IS
judekristna	AQP0PN0S
juden	NCUSN@DS
judendom	NCUSN@IS
judendomen	NCUSN@DS
judendomens	NCUSG@DS
judenheten	NCUSN@DS
judes	NCUSG@IS
judesvin	NCNSN@IS
judesvinet	NCNSN@DS
judesvinets	NCNSG@DS
judgments	XF
judiciella	AQP0PN0S
judisk	AQPUSNIS
judiska	AQP0PN0S	AQP0SNDS
judiske	AQPMSNDS
judiskt	AQPNSNIS
judiskt-kristna	AQP0SNDS
judith	NP00N@0S
judiths	NP00G@0S
judo	NCUSN@IS
judokas	XF
judoklubb	NCUSN@IS
judomatch	NCUSN@IS
judon	NCUSN@DS
judons	NCUSG@DS
judy	NP00N@0S
jugend-pärla	NCUSN@IS
jugendledare	NCUSN@IS
jugendliknande	AP000N0S
jugendmirakel	NCNSN@IS
jugendmöbler	NCUPN@IS
jugendutställning	NCUSN@IS
jugge	NCUSN@IS
jugoslav	NCUSN@IS
jugoslaven	NCUSN@DS
jugoslaver	NCUPN@IS
jugoslaverna	NCUPN@DS
jugoslavernas	NCUPG@DS
jugoslavien	NP00N@0S
jugoslavienfödda	AF00PN0S
jugoslaviens	NP00G@0S
jugoslavisk	AQPUSNIS
jugoslavisk-svenska	AQP0SNDS
jugoslaviska	AQP0PN0S	AQP0SNDS
jugoslaviskt	AQPNSNIS
jugoslavism	NCUSN@IS
jugosloveni	XF
jugoslovenski	XF
jugovic	XF
jugovici	XF
juha	NP00N@0S
juice	NCUSN@IS
jukeboxar	NCUPN@IS
jukeboxarna	NCUPN@DS
jukkasjärvi	NP00G@0S	NP00N@0S
jul	NCUSN@IS
jul-	NCU00@0C
julafton	NCUSN@IS
julaftonen	NCUSN@DS
julaftonens	NCUSG@DS
julaftonsklibbiga	AQP0PN0S
julaftonskvällen	NCUSN@DS
jular	NCUPN@IS
julbasar	NCUSN@IS
julbord	NCNSN@IS
julbordet	NCNSN@DS
juldagar	NCUPN@IS
juldagen	NCUSN@DS
juldagsmorgon	NCUSN@IS
juldikter	NCUPN@IS
julen	NCUSN@DS
jules	NP00N@0S
julevangelium	NCNSN@IS
julfesten	NCUSN@DS
julfirandet	NCNSN@DS
julglädje	NCUSN@IS
julglädjes	NCUSG@IS
julgran	NCUSN@IS
julgranen	NCUSN@DS
julhandeln	NCUSN@DS
julhelgen	NCUSN@DS
juli	NCUSN@IS
julia	NP00N@0S
julian	NP00N@0S
juliana	NP00N@0S
julianska	AQP0SNDS
julianus	NP00N@0S
julie	NP00N@0S
julien	NP00N@0S
julieta	NP00N@0S
julimonarkins	NCUSG@DS
julirevolutionen	NCUSN@DS
julis	NCUSG@IS
julitrav	NCNSN@IS
julius	NP00G@0S	NP00N@0S
julivärmen	NCUSN@DS
julklapp	NCUSN@IS
julklappsböcker	NCUPN@IS
julklappsutdelningen	NCUSN@DS
julkort	NCNPN@IS	NCNSN@IS
julkväll	NCUSN@IS
julljusen	NCNPN@DS
julmiddag	NCUSN@IS
julmust	NCUSN@IS
julmånaden	NCUSN@DS
julnatten	NCUSN@DS
julnoveller	NCUPN@IS
julpublikationer	NCUPN@IS
julskinka	NCUSN@IS
julstjärnor	NCUPN@IS
julsånger	NCUPN@IS
jultidningar	NCUPN@IS
jultomte	NCUSN@IS
jultomten	NCUSN@DS
julén	NP00N@0S
jumbojet	NCUSN@IS
jumboplats	NCUSN@IS
jundishapur	NP00N@0S
jung	NP00N@0S
jungfraujoch	NP00N@0S
jungfru	NCUSN@IS
jungfruburen	NCUSN@DS
jungfrufjärden	NP00N@0S
jungfrugrav	NCUSN@IS
jungfrugraven	NCUSN@DS
jungfruhamn	NP00N@0S
jungfrukammare	NCUSN@IS
jungfrukammaren	NCUSN@DS
jungfrun	NCUSN@DS
junghagen	NP00N@0S
jungmann	NP00N@0S
jungs	NP00G@0S
jungvolk	NP00N@0S
jungvolklägren	NCNPN@DS
juni	NCUSN@IS
junibeloppet	NCNSN@DS
juninatt	NCUSN@IS
junioren	NCUSN@DS
juniorer	NCUPN@IS
juniorerna	NCUPN@DS
juniorklass	NCUSN@IS
juniorklassen	NCUSN@DS
juniorlag	NCNSN@IS
juniorlandslagsman	NCUSN@IS
juniormästare	NCUSN@IS
juniorserier	NCUPN@IS
juniorsidan	NCUSN@DS
juniorspelare	NCUPN@IS
juniortränarna	NCUPN@DS
junker	NP00N@0S
junkerklassen	NCUSN@DS
jupiter	NP00N@0S
jupiter-liknande	AP000N0S
jupiters	NP00G@0S
juridik	NCUSN@IS
juridiken	NCUSN@DS
juridisk	AQPUSNIS
juridiska	AQP0PN0S	AQP0SNDS
juridiskt	RGPS
jurij	NP00N@0S
juris	AQP00N0S	NP00N@0S
jurisdiktion	NCUSN@IS
jurist	NCUSN@IS
juristen	NCUSN@DS
juristens	NCUSG@DS
jurister	NCUPN@IS
juristerna	NCUPN@DS
juristlinjen	NCUSN@DS
juristprofessor	NCUSN@IS
juristsläkting	NCUSN@IS
jury	NCUSN@IS
jurymedlemmar	NCUPN@IS
juryn	NCUSN@DS
juryns	NCUSG@DS
juryordföranden	NCUSN@DS
juryval	NCNSN@IS
jussi	NP00N@0S
just	AQPNSNIS	AQPUSNIS	RG0S	XF
juste	AQPMSNDS
justera	V@N0AS
justerad	AF0USNIS
justerade	AF00PN0S
justerades	V@IISS
justeras	V@N0SS
justering	NCUSN@IS
justeringar	NCUPN@IS
justinianus	NP00N@0S
justinianus&apos;	NP00G@0S
justitiekanslern	NCUSN@DS
justitieminister	NCUSN@IS
justitieministern	NCUSN@DS
justitieombudsmannen	NCUSN@DS
jutar	NCUPN@IS
jute	NCUSN@IS
jutta	NP00N@0S
juul	NP00N@0S
juuls	NP00G@0S
juvantibus	XF
juvel	NP00N@0S
juvelerarbutiker	NCUPN@IS
juvelerna	NCUPN@DS
juventus	NP00N@0S
juver	NCNSN@IS
jvc	NP00N@0S
jvm-trupper	NCUPN@IS
jydsk	NP00N@0S
jylland	NP00N@0S
jylländare	NCUPN@IS
jäder	NP00N@0S
jägarbältet	NCNSN@DS
jägare	NCUPN@IS	NCUSN@IS
jägaren	NCUSN@DS
jägarens	NCUSG@DS
jägarfarbror	NCUSN@IS
jägargrupper	NCUPN@IS
jägarhydda	NCUSN@IS
jägarliv	NCNSN@IS
jägarlivet	NCNSN@DS
jägarna	NCUPN@DS
jägarskicklighet	NCUSN@IS
jägarslang	NCUSN@IS
jägerhorn	NP00N@0S
jägerskiöld	NP00N@0S
jägerskiölds	NP00G@0S
jägersro	NP00N@0S
jägerstedt	NP00N@0S
jägmästaren	NCUSN@DS
jäkla	AQP00N0S	RGPS
jäklar	I
jäklarna	NCUPN@DS
jäklas	V@N0SS
jäkligt	RGPS
jäkt	NCNSN@IS
jäktade	AF00SNDS
jäktet	NCNSN@DS
jäktigt	RGPS
jämbördiga	AQP0PN0S
jämför	V@IPAS	V@M0AS
jämföra	V@N0AS
jämförande	AP000N0S
jämförandet	NCNSN@DS
jämföras	V@N0SS
jämförbar	AQPUSNIS
jämförbara	AQP0PN0S
jämförbart	AQPNSNIS
jämförd	AF0USNIS
jämförde	V@IIAS
jämfördes	V@IISS
jämförelse	NCUSN@IS
jämförelsegrupperna	NCUPN@DS
jämförelsen	NCUSN@DS
jämförelseobjekt	NCNSN@IS
jämförelseobjekten	NCNPN@DS
jämförelser	NCUPN@IS
jämförelserna	NCUPN@DS
jämförelsetänkandet	NCNSN@DS
jämförelsevis	RG0S
jämförlig	AQPUSNIS
jämförliga	AQP0PN0S
jämförligt	AQPNSNIS
jämförs	V@IPSS
jämfört	AF0NSNIS	RG0S	V@IUAS
jämförts	V@IUSS
jämgamla	AQP00N0S
jämkats	V@IUSS
jämkning	NCUSN@IS
jämlik	AQPUSNIS
jämlika	AQP0SNDS
jämlike	AQPMSNDS
jämlikhet	NCUSN@IS
jämlikheten	NCUSN@DS
jämlikhetens	NCUSG@DS
jämmer	NCUSN@IS
jämmerliga	AQP0SNDS
jämn	AQPUSNIS
jämna	AQP0PN0S	AQP0SNDS	V@N0AS
jämnade	V@IIAS
jämnan	NC000@0S
jämnar	V@IPAS
jämnare	AQC00N0S
jämnas	V@IPSS
jämngamla	AQP00N0S
jämngrå	AQP0SNDS
jämnhöjd	NCUSN@IS
jämnmålade	AF00PN0S
jämnstor	AQPUSNIS
jämnstora	AQP0PN0S
jämnt	AQPNSNIS	RGPS
jämntjockt	RGPS
jämnårig	AQPUSNIS
jämnåriga	AQP0PN0S	AQP0SNDS
jämra	V@N0AS
jämrade	V@IIAS
jäms	RG0S
jämsides	RG0S
jämställa	V@N0AS
jämställas	V@N0SS
jämställda	AQP0PN0S	AQP0SNDS
jämställdhet	NCUSN@IS
jämställdheten	NCUSN@DS
jämställdhetsarbete	NCNSN@IS
jämställdhetsarbetet	NCNSN@DS
jämställdhetsaspekten	NCUSN@DS
jämställdhetsaspekter	NCUPN@IS
jämställdhetsfrågorna	NCUPN@DS
jämställdhetsgruppen	NCUSN@DS
jämställdhetsgruppens	NCUSG@DS
jämställdhetslagen	NCUSN@DS
jämställdhetslagstiftningen	NCUSN@DS
jämställdhetsperspektiv	NCNSN@IS
jämställdhetsplanens	NCUSG@DS
jämställdhetspolitiken	NCUSN@DS
jämställdhetsprogram	NCNSN@IS
jämställdhetssynpunkt	NCUSN@IS
jämställer	V@IPAS
jämställs	V@IPSS
jämställt	AQPNSNIS	V@IUAS
jämt	RG0S
jämte	SPS
jämtland	NP00N@0S
jämtlands	NP00G@0S
jämtlandsturism	NCUSN@IS
jämvikt	NCUSN@IS
jämviktshyran	NCUSN@DS
jämviktsläget	NCNSN@DS
jämviktsnivån	NCUSN@DS
jänkemässig	AQPUSNIS
jänta	NCUSN@IS
jäntaktiga	AQP0SNDS
jäntan	NCUSN@DS
jänterna	NCUPN@DS
järbel	NP00N@0S
järegård	NP00N@0S
järegårds	NP00G@0S
järfälla	NP00G@0S	NP00N@0S
järn	NCNPN@IS	NCNSN@IS
järn-	NCN00@0C
järna	NP00N@0S
järnaffär	NCUSN@IS
järnaxeln	NCUSN@DS
järnbaserade	AF00PN0S
järnbeslag	NCNPN@IS
järnbruk	NCNPN@IS
järnbruken	NCNPN@DS
järnbruket	NCNSN@DS
järnbäralands	NP00G@0S
järnbörd	NP00N@0S
järnen	NCNPN@DS
järnet	NCNSN@DS
järnfilspån	NCNSN@IS
järnföremål	NCNPN@IS
järngrepp	NCNSN@IS
järngruva	NCUSN@IS
järngruvor	NCUPN@IS
järngäss	NCUPN@IS
järnhand	NCUSN@IS
järnhandel	NCUSN@IS
järnhanteringen	NCUSN@DS
järnhällan	NP00N@0S
järnhårt	RGPS
järnklinkan	NCUSN@DS
järnkulorna	NCUPN@DS
järnluckorna	NCUPN@DS
järnmalm	NCUSN@IS
järnmalmsgruva	NCUSN@IS
järnoxid	NCUSN@IS
järnpumpar	NCUPN@IS
järnpumpen	NCUSN@DS
järnredskap	NCNPN@IS
järnridå	NCUSN@IS
järnridån	NCUSN@DS
järnskodd	AF0USNIS
järnskrank	NCNSN@IS
järnskrot	NCNSN@IS
järnspjälor	NCUPN@IS
järnstaket	NCNSN@IS
järnstycke	NCNSN@IS
järnutfällning	NCUSN@IS
järnväg	NCUSN@IS
järnvägar	NCUPN@IS
järnvägare	NCUPN@IS
järnvägarn	NCUSN@DS
järnvägarna	NCUPN@DS
järnvägarnas	NCUPG@DS
järnvägen	NCUSN@DS
järnvägens	NCUSG@DS
järnvägsbolaget	NCNSN@DS
järnvägsbyggen	NCNPN@IS
järnvägsdistrikt	NCNSN@IS
järnvägsdrift	NCUSN@IS
järnvägsexpeditörer	NCUPN@IS
järnvägsfrämjandet	NCNSN@DS
järnvägsfrämjandets	NCNSG@DS
järnvägsfrågorna	NCUPN@DS
järnvägsförbindelse	NCUSN@IS
järnvägsförbindelsen	NCUSN@DS
järnvägsförbindelserna	NCUPN@DS
järnvägsföretag	NCNPN@IS
järnvägsföretagen	NCNPN@DS
järnvägsgatan	NCUSN@DS
järnvägshistorien	NCUSN@DS
järnvägskartan	NCUSN@DS
järnvägsknut	NCUSN@IS
järnvägslinjen	NCUSN@DS
järnvägsmannen	NCUSN@DS
järnvägsmiljö	NCUSN@IS
järnvägsmuseet	NCNSN@DS
järnvägsmuseum	NCNSN@IS
järnvägsnätet	NCNSN@DS
järnvägsområdet	NCNSN@DS
järnvägsparkens	NCUSG@DS
järnvägssignal	NCUSN@IS
järnvägsspåren	NCNPN@DS
järnvägsstation	NCUSN@IS
järnvägsstationen	NCUSN@DS
järnvägsstationer	NCUPN@IS
järnvägsstationerna	NCUPN@DS
järnvägsstationernas	NCUPG@DS
järnvägstunnlar	NCUPN@IS
järnvägsvagn	NCUSN@IS
järnvägsvagnar	NCUPN@IS
järnålder	NCUSN@IS
järnåldern	NCUSN@DS
järtecken	NCNSN@IS
järund	NP00N@0S
järv	NCUSN@IS
järva	NP00N@0S
järvilaturi	NP00N@0S
järvilaturis	NP00G@0S
jäs	V@M0AS
jäsa	V@N0AS
jäsande	AP000N0S
jäsas	V@N0SS
jäser	V@IPAS
jäsningen	NCUSN@DS
jäst	NCUSN@IS	V@IUAS
jästa	AF00PN0S	AF00SNDS
jästbakterierna	NCUPN@DS
jästen	NCUSN@DS
jästid	NCUSN@IS
jästmängden	NCUSN@DS
jästorganismerna	NCUPN@DS
jättar	NCUPN@IS
jättarna	NCUPN@DS
jätte	NCUSN@IS
jätteballongen	NCUSN@DS
jättebjörn	NCUSN@IS
jättebra	AQP00N0S	RGPS
jättecool	AQP00N0S
jättedemonstration	NCUSN@IS
jättedukar	NCUPN@IS
jättedäck	NCNPN@IS
jättefarligt	AQPNSNIS
jättefin	AQPUSNIS
jättefingrar	NCNPN@IS
jätteglad	AQPUSNIS
jättehänder	NCUPN@IS
jättehärliga	AQP0PN0S
jättekostnader	NCUPN@IS
jätteleende	NCNSN@IS
jättelik	AQPUSNIS
jättelika	AQP0PN0S	AQP0SNDS
jättelikt	AQPNSNIS
jättelöfte	NCNSN@IS
jättemarknad	NCUSN@IS
jättemobil	NCUSN@IS
jätten	NCUSN@DS
jättenervösa	AQP0PN0S
jättens	NCUSG@DS
jättenöjd	AQPUSNIS
jätteproblem	NCNSN@IS
jätteroligt	AQPNSNIS
jätterum	NCNSN@IS
jättesensation	NCUSN@IS
jätteshowen	NCUSN@DS
jätteskäggen	NCNPN@DS
jättesnål	AQPUSNIS
jättestad	NCUSN@IS
jättestor	AQPUSNIS
jättestora	AQP0SNDS
jättestort	AQPNSNIS
jättesur	AQPUSNIS
jättetalanger	NCUPN@IS
jättetävlingen	NCUSN@DS
jättevarmt	AQPNSNIS
jätteviktigt	AQPNSNIS
jättevinst	NCUSN@IS
jätteödlorna	NCUPN@DS
jävas	V@IPSS
jävel	NCUSN@IS
jäveln	NCUSN@DS
jävla	AQP00N0S	I	RG0S
jävlar	NCUPN@IS
jävlarna	NCUPN@DS
jävligare	AQC00N0S
jävlighet	NCUSN@IS
jävligheter	NCUPN@IS
jävligt	RGPS
jävra	RGPS
jävsregler	NCUPN@IS
jävulen	NCUSN@DS
jésus	NP00N@0S
jöklarna	NCUPN@DS
jönarp	NP00N@0S
jönelid	NP00N@0S
jönköping	NP00N@0S
jönköpings	NP00G@0S
jönköpingsbördige	AQPMSNDS
jönsson	NP00N@0S
jörgen	NP00N@0S
jörgensen	NP00N@0S
jürgen	NP00N@0S
k	NC000@0A	NCNSN@IS	NP00N@0S
k&rcaron;emel	XF
k-klara	AQP0PN0S
k-ljudet	NCNSN@DS
k-mesonen	NCUSN@DS
k-mesonerna	NCUPN@DS
k-mesonsönderfallet	NCNSN@DS
k-pistar	NCUPN@IS
k.	NP00N@0S
k:s	NP00G@0S
kB	NC000@0A
kab-	NP000@0C
kabaré	NCUSN@IS
kabarén	NCUSN@DS
kabaréns	NCUSG@DS
kabbalistiskt	AQPNSNIS
kabbeleka	NCUSN@IS
kabel-TV	NCUSN@IS
kabel-tv	NCUSN@IS
kabelansluten	AF0USNIS
kabelkanalerna	NCUPN@DS
kabeln	NCUSN@DS
kabi	NP00N@0S
kabi-gen	NP00N@0S
kabinen	NCUSN@DS
kabinettssekreteraren	NCUSN@DS
kabinpersonal	NCUSN@IS
kablade	V@IIAS
kablats	V@IUSS
kacka	V@N0AS
kackel	NCNSN@IS
kackerlackor	NCUPN@IS
